# group	order	row-major I(i,j) = index of g_j * g_i^-1, 1-based
Z4xQ8	32	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 2 1 4 3 6 5 8 7 10 9 12 11 14 13 16 15 18 17 20 19 22 21 24 23 26 25 28 27 30 29 32 31 3 4 1 2 7 8 5 6 11 12 9 10 15 16 13 14 19 20 17 18 23 24 21 22 27 28 25 26 31 32 29 30 4 3 2 1 8 7 6 5 12 11 10 9 16 15 14 13 20 19 18 17 24 23 22 21 28 27 26 25 32 31 30 29 6 5 8 7 1 2 3 4 14 13 16 15 9 10 11 12 22 21 24 23 17 18 19 20 30 29 32 31 25 26 27 28 5 6 7 8 2 1 4 3 13 14 15 16 10 9 12 11 21 22 23 24 18 17 20 19 29 30 31 32 26 25 28 27 8 7 6 5 3 4 1 2 16 15 14 13 11 12 9 10 24 23 22 21 19 20 17 18 32 31 30 29 27 28 25 26 7 8 5 6 4 3 2 1 15 16 13 14 12 11 10 9 23 24 21 22 20 19 18 17 31 32 29 30 28 27 26 25 11 12 9 10 15 16 13 14 1 2 3 4 5 6 7 8 25 26 27 28 29 30 31 32 19 20 17 18 23 24 21 22 12 11 10 9 16 15 14 13 2 1 4 3 6 5 8 7 26 25 28 27 30 29 32 31 20 19 18 17 24 23 22 21 9 10 11 12 13 14 15 16 3 4 1 2 7 8 5 6 27 28 25 26 31 32 29 30 17 18 19 20 21 22 23 24 10 9 12 11 14 13 16 15 4 3 2 1 8 7 6 5 28 27 26 25 32 31 30 29 18 17 20 19 22 21 24 23 16 15 14 13 11 12 9 10 6 5 8 7 1 2 3 4 30 29 32 31 25 26 27 28 24 23 22 21 19 20 17 18 15 16 13 14 12 11 10 9 5 6 7 8 2 1 4 3 29 30 31 32 26 25 28 27 23 24 21 22 20 19 18 17 14 13 16 15 9 10 11 12 8 7 6 5 3 4 1 2 32 31 30 29 27 28 25 26 22 21 24 23 17 18 19 20 13 14 15 16 10 9 12 11 7 8 5 6 4 3 2 1 31 32 29 30 28 27 26 25 21 22 23 24 18 17 20 19 19 20 17 18 23 24 21 22 27 28 25 26 31 32 29 30 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 20 19 18 17 24 23 22 21 28 27 26 25 32 31 30 29 2 1 4 3 6 5 8 7 10 9 12 11 14 13 16 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 3 4 1 2 7 8 5 6 11 12 9 10 15 16 13 14 18 17 20 19 22 21 24 23 26 25 28 27 30 29 32 31 4 3 2 1 8 7 6 5 12 11 10 9 16 15 14 13 24 23 22 21 19 20 17 18 32 31 30 29 27 28 25 26 6 5 8 7 1 2 3 4 14 13 16 15 9 10 11 12 23 24 21 22 20 19 18 17 31 32 29 30 28 27 26 25 5 6 7 8 2 1 4 3 13 14 15 16 10 9 12 11 22 21 24 23 17 18 19 20 30 29 32 31 25 26 27 28 8 7 6 5 3 4 1 2 16 15 14 13 11 12 9 10 21 22 23 24 18 17 20 19 29 30 31 32 26 25 28 27 7 8 5 6 4 3 2 1 15 16 13 14 12 11 10 9 27 28 25 26 31 32 29 30 17 18 19 20 21 22 23 24 11 12 9 10 15 16 13 14 1 2 3 4 5 6 7 8 28 27 26 25 32 31 30 29 18 17 20 19 22 21 24 23 12 11 10 9 16 15 14 13 2 1 4 3 6 5 8 7 25 26 27 28 29 30 31 32 19 20 17 18 23 24 21 22 9 10 11 12 13 14 15 16 3 4 1 2 7 8 5 6 26 25 28 27 30 29 32 31 20 19 18 17 24 23 22 21 10 9 12 11 14 13 16 15 4 3 2 1 8 7 6 5 32 31 30 29 27 28 25 26 22 21 24 23 17 18 19 20 16 15 14 13 11 12 9 10 6 5 8 7 1 2 3 4 31 32 29 30 28 27 26 25 21 22 23 24 18 17 20 19 15 16 13 14 12 11 10 9 5 6 7 8 2 1 4 3 30 29 32 31 25 26 27 28 24 23 22 21 19 20 17 18 14 13 16 15 9 10 11 12 8 7 6 5 3 4 1 2 29 30 31 32 26 25 28 27 23 24 21 22 20 19 18 17 13 14 15 16 10 9 12 11 7 8 5 6 4 3 2 1
Z4xZ4	16	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 2 1 4 3 6 5 8 7 10 9 12 11 14 13 16 15 3 4 1 2 7 8 5 6 11 12 9 10 15 16 13 14 4 3 2 1 8 7 6 5 12 11 10 9 16 15 14 13 6 5 8 7 1 2 3 4 14 13 16 15 9 10 11 12 5 6 7 8 2 1 4 3 13 14 15 16 10 9 12 11 8 7 6 5 3 4 1 2 16 15 14 13 11 12 9 10 7 8 5 6 4 3 2 1 15 16 13 14 12 11 10 9 11 12 9 10 15 16 13 14 1 2 3 4 5 6 7 8 12 11 10 9 16 15 14 13 2 1 4 3 6 5 8 7 9 10 11 12 13 14 15 16 3 4 1 2 7 8 5 6 10 9 12 11 14 13 16 15 4 3 2 1 8 7 6 5 16 15 14 13 11 12 9 10 6 5 8 7 1 2 3 4 15 16 13 14 12 11 10 9 5 6 7 8 2 1 4 3 14 13 16 15 9 10 11 12 8 7 6 5 3 4 1 2 13 14 15 16 10 9 12 11 7 8 5 6 4 3 2 1
Z4xZ5	20	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 5 1 2 3 4 10 6 7 8 9 15 11 12 13 14 20 16 17 18 19 4 5 1 2 3 9 10 6 7 8 14 15 11 12 13 19 20 16 17 18 3 4 5 1 2 8 9 10 6 7 13 14 15 11 12 18 19 20 16 17 2 3 4 5 1 7 8 9 10 6 12 13 14 15 11 17 18 19 20 16 6 7 8 9 10 1 2 3 4 5 16 17 18 19 20 11 12 13 14 15 10 6 7 8 9 5 1 2 3 4 20 16 17 18 19 15 11 12 13 14 9 10 6 7 8 4 5 1 2 3 19 20 16 17 18 14 15 11 12 13 8 9 10 6 7 3 4 5 1 2 18 19 20 16 17 13 14 15 11 12 7 8 9 10 6 2 3 4 5 1 17 18 19 20 16 12 13 14 15 11 16 17 18 19 20 11 12 13 14 15 1 2 3 4 5 6 7 8 9 10 20 16 17 18 19 15 11 12 13 14 5 1 2 3 4 10 6 7 8 9 19 20 16 17 18 14 15 11 12 13 4 5 1 2 3 9 10 6 7 8 18 19 20 16 17 13 14 15 11 12 3 4 5 1 2 8 9 10 6 7 17 18 19 20 16 12 13 14 15 11 2 3 4 5 1 7 8 9 10 6 11 12 13 14 15 16 17 18 19 20 6 7 8 9 10 1 2 3 4 5 15 11 12 13 14 20 16 17 18 19 10 6 7 8 9 5 1 2 3 4 14 15 11 12 13 19 20 16 17 18 9 10 6 7 8 4 5 1 2 3 13 14 15 11 12 18 19 20 16 17 8 9 10 6 7 3 4 5 1 2 12 13 14 15 11 17 18 19 20 16 7 8 9 10 6 2 3 4 5 1
Z4xZ7	28	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 7 1 2 3 4 5 6 14 8 9 10 11 12 13 21 15 16 17 18 19 20 28 22 23 24 25 26 27 6 7 1 2 3 4 5 13 14 8 9 10 11 12 20 21 15 16 17 18 19 27 28 22 23 24 25 26 5 6 7 1 2 3 4 12 13 14 8 9 10 11 19 20 21 15 16 17 18 26 27 28 22 23 24 25 4 5 6 7 1 2 3 11 12 13 14 8 9 10 18 19 20 21 15 16 17 25 26 27 28 22 23 24 3 4 5 6 7 1 2 10 11 12 13 14 8 9 17 18 19 20 21 15 16 24 25 26 27 28 22 23 2 3 4 5 6 7 1 9 10 11 12 13 14 8 16 17 18 19 20 21 15 23 24 25 26 27 28 22 8 9 10 11 12 13 14 1 2 3 4 5 6 7 22 23 24 25 26 27 28 15 16 17 18 19 20 21 14 8 9 10 11 12 13 7 1 2 3 4 5 6 28 22 23 24 25 26 27 21 15 16 17 18 19 20 13 14 8 9 10 11 12 6 7 1 2 3 4 5 27 28 22 23 24 25 26 20 21 15 16 17 18 19 12 13 14 8 9 10 11 5 6 7 1 2 3 4 26 27 28 22 23 24 25 19 20 21 15 16 17 18 11 12 13 14 8 9 10 4 5 6 7 1 2 3 25 26 27 28 22 23 24 18 19 20 21 15 16 17 10 11 12 13 14 8 9 3 4 5 6 7 1 2 24 25 26 27 28 22 23 17 18 19 20 21 15 16 9 10 11 12 13 14 8 2 3 4 5 6 7 1 23 24 25 26 27 28 22 16 17 18 19 20 21 15 22 23 24 25 26 27 28 15 16 17 18 19 20 21 1 2 3 4 5 6 7 8 9 10 11 12 13 14 28 22 23 24 25 26 27 21 15 16 17 18 19 20 7 1 2 3 4 5 6 14 8 9 10 11 12 13 27 28 22 23 24 25 26 20 21 15 16 17 18 19 6 7 1 2 3 4 5 13 14 8 9 10 11 12 26 27 28 22 23 24 25 19 20 21 15 16 17 18 5 6 7 1 2 3 4 12 13 14 8 9 10 11 25 26 27 28 22 23 24 18 19 20 21 15 16 17 4 5 6 7 1 2 3 11 12 13 14 8 9 10 24 25 26 27 28 22 23 17 18 19 20 21 15 16 3 4 5 6 7 1 2 10 11 12 13 14 8 9 23 24 25 26 27 28 22 16 17 18 19 20 21 15 2 3 4 5 6 7 1 9 10 11 12 13 14 8 15 16 17 18 19 20 21 22 23 24 25 26 27 28 8 9 10 11 12 13 14 1 2 3 4 5 6 7 21 15 16 17 18 19 20 28 22 23 24 25 26 27 14 8 9 10 11 12 13 7 1 2 3 4 5 6 20 21 15 16 17 18 19 27 28 22 23 24 25 26 13 14 8 9 10 11 12 6 7 1 2 3 4 5 19 20 21 15 16 17 18 26 27 28 22 23 24 25 12 13 14 8 9 10 11 5 6 7 1 2 3 4 18 19 20 21 15 16 17 25 26 27 28 22 23 24 11 12 13 14 8 9 10 4 5 6 7 1 2 3 17 18 19 20 21 15 16 24 25 26 27 28 22 23 10 11 12 13 14 8 9 3 4 5 6 7 1 2 16 17 18 19 20 21 15 23 24 25 26 27 28 22 9 10 11 12 13 14 8 2 3 4 5 6 7 1
Z4xZ8	32	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 2 1 4 3 6 5 8 7 10 9 12 11 14 13 16 15 18 17 20 19 22 21 24 23 26 25 28 27 30 29 32 31 3 4 1 2 7 8 5 6 11 12 9 10 15 16 13 14 19 20 17 18 23 24 21 22 27 28 25 26 31 32 29 30 4 3 2 1 8 7 6 5 12 11 10 9 16 15 14 13 20 19 18 17 24 23 22 21 28 27 26 25 32 31 30 29 6 5 8 7 1 2 3 4 14 13 16 15 9 10 11 12 22 21 24 23 17 18 19 20 30 29 32 31 25 26 27 28 5 6 7 8 2 1 4 3 13 14 15 16 10 9 12 11 21 22 23 24 18 17 20 19 29 30 31 32 26 25 28 27 8 7 6 5 3 4 1 2 16 15 14 13 11 12 9 10 24 23 22 21 19 20 17 18 32 31 30 29 27 28 25 26 7 8 5 6 4 3 2 1 15 16 13 14 12 11 10 9 23 24 21 22 20 19 18 17 31 32 29 30 28 27 26 25 11 12 9 10 15 16 13 14 1 2 3 4 5 6 7 8 27 28 25 26 31 32 29 30 17 18 19 20 21 22 23 24 12 11 10 9 16 15 14 13 2 1 4 3 6 5 8 7 28 27 26 25 32 31 30 29 18 17 20 19 22 21 24 23 9 10 11 12 13 14 15 16 3 4 1 2 7 8 5 6 25 26 27 28 29 30 31 32 19 20 17 18 23 24 21 22 10 9 12 11 14 13 16 15 4 3 2 1 8 7 6 5 26 25 28 27 30 29 32 31 20 19 18 17 24 23 22 21 16 15 14 13 11 12 9 10 6 5 8 7 1 2 3 4 32 31 30 29 27 28 25 26 22 21 24 23 17 18 19 20 15 16 13 14 12 11 10 9 5 6 7 8 2 1 4 3 31 32 29 30 28 27 26 25 21 22 23 24 18 17 20 19 14 13 16 15 9 10 11 12 8 7 6 5 3 4 1 2 30 29 32 31 25 26 27 28 24 23 22 21 19 20 17 18 13 14 15 16 10 9 12 11 7 8 5 6 4 3 2 1 29 30 31 32 26 25 28 27 23 24 21 22 20 19 18 17 22 21 24 23 17 18 19 20 30 29 32 31 25 26 27 28 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 21 22 23 24 18 17 20 19 29 30 31 32 26 25 28 27 2 1 4 3 6 5 8 7 10 9 12 11 14 13 16 15 24 23 22 21 19 20 17 18 32 31 30 29 27 28 25 26 3 4 1 2 7 8 5 6 11 12 9 10 15 16 13 14 23 24 21 22 20 19 18 17 31 32 29 30 28 27 26 25 4 3 2 1 8 7 6 5 12 11 10 9 16 15 14 13 18 17 20 19 22 21 24 23 26 25 28 27 30 29 32 31 6 5 8 7 1 2 3 4 14 13 16 15 9 10 11 12 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 5 6 7 8 2 1 4 3 13 14 15 16 10 9 12 11 20 19 18 17 24 23 22 21 28 27 26 25 32 31 30 29 8 7 6 5 3 4 1 2 16 15 14 13 11 12 9 10 19 20 17 18 23 24 21 22 27 28 25 26 31 32 29 30 7 8 5 6 4 3 2 1 15 16 13 14 12 11 10 9 32 31 30 29 27 28 25 26 22 21 24 23 17 18 19 20 11 12 9 10 15 16 13 14 1 2 3 4 5 6 7 8 31 32 29 30 28 27 26 25 21 22 23 24 18 17 20 19 12 11 10 9 16 15 14 13 2 1 4 3 6 5 8 7 30 29 32 31 25 26 27 28 24 23 22 21 19 20 17 18 9 10 11 12 13 14 15 16 3 4 1 2 7 8 5 6 29 30 31 32 26 25 28 27 23 24 21 22 20 19 18 17 10 9 12 11 14 13 16 15 4 3 2 1 8 7 6 5 28 27 26 25 32 31 30 29 18 17 20 19 22 21 24 23 16 15 14 13 11 12 9 10 6 5 8 7 1 2 3 4 27 28 25 26 31 32 29 30 17 18 19 20 21 22 23 24 15 16 13 14 12 11 10 9 5 6 7 8 2 1 4 3 26 25 28 27 30 29 32 31 20 19 18 17 24 23 22 21 14 13 16 15 9 10 11 12 8 7 6 5 3 4 1 2 25 26 27 28 29 30 31 32 19 20 17 18 23 24 21 22 13 14 15 16 10 9 12 11 7 8 5 6 4 3 2 1
Z5sZ4	20	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 5 1 2 3 4 7 8 9 10 6 14 15 11 12 13 18 19 20 16 17 4 5 1 2 3 8 9 10 6 7 12 13 14 15 11 20 16 17 18 19 3 4 5 1 2 9 10 6 7 8 15 11 12 13 14 17 18 19 20 16 2 3 4 5 1 10 6 7 8 9 13 14 15 11 12 19 20 16 17 18 6 7 8 9 10 1 2 3 4 5 16 17 18 19 20 11 12 13 14 15 7 8 9 10 6 5 1 2 3 4 18 19 20 16 17 14 15 11 12 13 8 9 10 6 7 4 5 1 2 3 20 16 17 18 19 12 13 14 15 11 9 10 6 7 8 3 4 5 1 2 17 18 19 20 16 15 11 12 13 14 10 6 7 8 9 2 3 4 5 1 19 20 16 17 18 13 14 15 11 12 16 17 18 19 20 11 12 13 14 15 1 2 3 4 5 6 7 8 9 10 18 19 20 16 17 14 15 11 12 13 5 1 2 3 4 7 8 9 10 6 20 16 17 18 19 12 13 14 15 11 4 5 1 2 3 8 9 10 6 7 17 18 19 20 16 15 11 12 13 14 3 4 5 1 2 9 10 6 7 8 19 20 16 17 18 13 14 15 11 12 2 3 4 5 1 10 6 7 8 9 11 12 13 14 15 16 17 18 19 20 6 7 8 9 10 1 2 3 4 5 14 15 11 12 13 18 19 20 16 17 7 8 9 10 6 5 1 2 3 4 12 13 14 15 11 20 16 17 18 19 8 9 10 6 7 4 5 1 2 3 15 11 12 13 14 17 18 19 20 16 9 10 6 7 8 3 4 5 1 2 13 14 15 11 12 19 20 16 17 18 10 6 7 8 9 2 3 4 5 1
Z5sZ6	30	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 5 1 2 3 4 10 6 7 8 9 15 11 12 13 14 17 18 19 20 16 22 23 24 25 21 27 28 29 30 26 4 5 1 2 3 9 10 6 7 8 14 15 11 12 13 18 19 20 16 17 23 24 25 21 22 28 29 30 26 27 3 4 5 1 2 8 9 10 6 7 13 14 15 11 12 19 20 16 17 18 24 25 21 22 23 29 30 26 27 28 2 3 4 5 1 7 8 9 10 6 12 13 14 15 11 20 16 17 18 19 25 21 22 23 24 30 26 27 28 29 11 12 13 14 15 1 2 3 4 5 6 7 8 9 10 26 27 28 29 30 16 17 18 19 20 21 22 23 24 25 15 11 12 13 14 5 1 2 3 4 10 6 7 8 9 27 28 29 30 26 17 18 19 20 16 22 23 24 25 21 14 15 11 12 13 4 5 1 2 3 9 10 6 7 8 28 29 30 26 27 18 19 20 16 17 23 24 25 21 22 13 14 15 11 12 3 4 5 1 2 8 9 10 6 7 29 30 26 27 28 19 20 16 17 18 24 25 21 22 23 12 13 14 15 11 2 3 4 5 1 7 8 9 10 6 30 26 27 28 29 20 16 17 18 19 25 21 22 23 24 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 21 22 23 24 25 26 27 28 29 30 16 17 18 19 20 10 6 7 8 9 15 11 12 13 14 5 1 2 3 4 22 23 24 25 21 27 28 29 30 26 17 18 19 20 16 9 10 6 7 8 14 15 11 12 13 4 5 1 2 3 23 24 25 21 22 28 29 30 26 27 18 19 20 16 17 8 9 10 6 7 13 14 15 11 12 3 4 5 1 2 24 25 21 22 23 29 30 26 27 28 19 20 16 17 18 7 8 9 10 6 12 13 14 15 11 2 3 4 5 1 25 21 22 23 24 30 26 27 28 29 20 16 17 18 19 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 16 22 23 24 25 21 27 28 29 30 26 5 1 2 3 4 10 6 7 8 9 15 11 12 13 14 18 19 20 16 17 23 24 25 21 22 28 29 30 26 27 4 5 1 2 3 9 10 6 7 8 14 15 11 12 13 19 20 16 17 18 24 25 21 22 23 29 30 26 27 28 3 4 5 1 2 8 9 10 6 7 13 14 15 11 12 20 16 17 18 19 25 21 22 23 24 30 26 27 28 29 2 3 4 5 1 7 8 9 10 6 12 13 14 15 11 26 27 28 29 30 16 17 18 19 20 21 22 23 24 25 11 12 13 14 15 1 2 3 4 5 6 7 8 9 10 27 28 29 30 26 17 18 19 20 16 22 23 24 25 21 15 11 12 13 14 5 1 2 3 4 10 6 7 8 9 28 29 30 26 27 18 19 20 16 17 23 24 25 21 22 14 15 11 12 13 4 5 1 2 3 9 10 6 7 8 29 30 26 27 28 19 20 16 17 18 24 25 21 22 23 13 14 15 11 12 3 4 5 1 2 8 9 10 6 7 30 26 27 28 29 20 16 17 18 19 25 21 22 23 24 12 13 14 15 11 2 3 4 5 1 7 8 9 10 6 21 22 23 24 25 26 27 28 29 30 16 17 18 19 20 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 22 23 24 25 21 27 28 29 30 26 17 18 19 20 16 10 6 7 8 9 15 11 12 13 14 5 1 2 3 4 23 24 25 21 22 28 29 30 26 27 18 19 20 16 17 9 10 6 7 8 14 15 11 12 13 4 5 1 2 3 24 25 21 22 23 29 30 26 27 28 19 20 16 17 18 8 9 10 6 7 13 14 15 11 12 3 4 5 1 2 25 21 22 23 24 30 26 27 28 29 20 16 17 18 19 7 8 9 10 6 12 13 14 15 11 2 3 4 5 1
Z5xZ5	25	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 5 1 2 3 4 10 6 7 8 9 15 11 12 13 14 20 16 17 18 19 25 21 22 23 24 4 5 1 2 3 9 10 6 7 8 14 15 11 12 13 19 20 16 17 18 24 25 21 22 23 3 4 5 1 2 8 9 10 6 7 13 14 15 11 12 18 19 20 16 17 23 24 25 21 22 2 3 4 5 1 7 8 9 10 6 12 13 14 15 11 17 18 19 20 16 22 23 24 25 21 21 22 23 24 25 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 25 21 22 23 24 5 1 2 3 4 10 6 7 8 9 15 11 12 13 14 20 16 17 18 19 24 25 21 22 23 4 5 1 2 3 9 10 6 7 8 14 15 11 12 13 19 20 16 17 18 23 24 25 21 22 3 4 5 1 2 8 9 10 6 7 13 14 15 11 12 18 19 20 16 17 22 23 24 25 21 2 3 4 5 1 7 8 9 10 6 12 13 14 15 11 17 18 19 20 16 16 17 18 19 20 21 22 23 24 25 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 20 16 17 18 19 25 21 22 23 24 5 1 2 3 4 10 6 7 8 9 15 11 12 13 14 19 20 16 17 18 24 25 21 22 23 4 5 1 2 3 9 10 6 7 8 14 15 11 12 13 18 19 20 16 17 23 24 25 21 22 3 4 5 1 2 8 9 10 6 7 13 14 15 11 12 17 18 19 20 16 22 23 24 25 21 2 3 4 5 1 7 8 9 10 6 12 13 14 15 11 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 1 2 3 4 5 6 7 8 9 10 15 11 12 13 14 20 16 17 18 19 25 21 22 23 24 5 1 2 3 4 10 6 7 8 9 14 15 11 12 13 19 20 16 17 18 24 25 21 22 23 4 5 1 2 3 9 10 6 7 8 13 14 15 11 12 18 19 20 16 17 23 24 25 21 22 3 4 5 1 2 8 9 10 6 7 12 13 14 15 11 17 18 19 20 16 22 23 24 25 21 2 3 4 5 1 7 8 9 10 6 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 1 2 3 4 5 10 6 7 8 9 15 11 12 13 14 20 16 17 18 19 25 21 22 23 24 5 1 2 3 4 9 10 6 7 8 14 15 11 12 13 19 20 16 17 18 24 25 21 22 23 4 5 1 2 3 8 9 10 6 7 13 14 15 11 12 18 19 20 16 17 23 24 25 21 22 3 4 5 1 2 7 8 9 10 6 12 13 14 15 11 17 18 19 20 16 22 23 24 25 21 2 3 4 5 1
Z6sZ4	24	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 3 1 2 6 4 5 9 7 8 12 10 11 14 15 13 17 18 16 20 21 19 23 24 22 2 3 1 5 6 4 8 9 7 11 12 10 15 13 14 18 16 17 21 19 20 24 22 23 4 5 6 1 2 3 10 11 12 7 8 9 16 17 18 13 14 15 22 23 24 19 20 21 6 4 5 3 1 2 12 10 11 9 7 8 17 18 16 14 15 13 23 24 22 20 21 19 5 6 4 2 3 1 11 12 10 8 9 7 18 16 17 15 13 14 24 22 23 21 19 20 7 8 9 10 11 12 1 2 3 4 5 6 19 20 21 22 23 24 13 14 15 16 17 18 9 7 8 12 10 11 3 1 2 6 4 5 20 21 19 23 24 22 14 15 13 17 18 16 8 9 7 11 12 10 2 3 1 5 6 4 21 19 20 24 22 23 15 13 14 18 16 17 10 11 12 7 8 9 4 5 6 1 2 3 22 23 24 19 20 21 16 17 18 13 14 15 12 10 11 9 7 8 6 4 5 3 1 2 23 24 22 20 21 19 17 18 16 14 15 13 11 12 10 8 9 7 5 6 4 2 3 1 24 22 23 21 19 20 18 16 17 15 13 14 16 17 18 13 14 15 22 23 24 19 20 21 1 2 3 4 5 6 7 8 9 10 11 12 17 18 16 14 15 13 23 24 22 20 21 19 3 1 2 6 4 5 9 7 8 12 10 11 18 16 17 15 13 14 24 22 23 21 19 20 2 3 1 5 6 4 8 9 7 11 12 10 13 14 15 16 17 18 19 20 21 22 23 24 4 5 6 1 2 3 10 11 12 7 8 9 14 15 13 17 18 16 20 21 19 23 24 22 6 4 5 3 1 2 12 10 11 9 7 8 15 13 14 18 16 17 21 19 20 24 22 23 5 6 4 2 3 1 11 12 10 8 9 7 22 23 24 19 20 21 16 17 18 13 14 15 7 8 9 10 11 12 1 2 3 4 5 6 23 24 22 20 21 19 17 18 16 14 15 13 9 7 8 12 10 11 3 1 2 6 4 5 24 22 23 21 19 20 18 16 17 15 13 14 8 9 7 11 12 10 2 3 1 5 6 4 19 20 21 22 23 24 13 14 15 16 17 18 10 11 12 7 8 9 4 5 6 1 2 3 20 21 19 23 24 22 14 15 13 17 18 16 12 10 11 9 7 8 6 4 5 3 1 2 21 19 20 24 22 23 15 13 14 18 16 17 11 12 10 8 9 7 5 6 4 2 3 1
Z7sZ3	21	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 7 1 2 3 4 5 6 13 14 8 9 10 11 12 18 19 20 21 15 16 17 6 7 1 2 3 4 5 11 12 13 14 8 9 10 21 15 16 17 18 19 20 5 6 7 1 2 3 4 9 10 11 12 13 14 8 17 18 19 20 21 15 16 4 5 6 7 1 2 3 14 8 9 10 11 12 13 20 21 15 16 17 18 19 3 4 5 6 7 1 2 12 13 14 8 9 10 11 16 17 18 19 20 21 15 2 3 4 5 6 7 1 10 11 12 13 14 8 9 19 20 21 15 16 17 18 15 16 17 18 19 20 21 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 19 20 21 15 16 17 7 1 2 3 4 5 6 13 14 8 9 10 11 12 21 15 16 17 18 19 20 6 7 1 2 3 4 5 11 12 13 14 8 9 10 17 18 19 20 21 15 16 5 6 7 1 2 3 4 9 10 11 12 13 14 8 20 21 15 16 17 18 19 4 5 6 7 1 2 3 14 8 9 10 11 12 13 16 17 18 19 20 21 15 3 4 5 6 7 1 2 12 13 14 8 9 10 11 19 20 21 15 16 17 18 2 3 4 5 6 7 1 10 11 12 13 14 8 9 8 9 10 11 12 13 14 15 16 17 18 19 20 21 1 2 3 4 5 6 7 13 14 8 9 10 11 12 18 19 20 21 15 16 17 7 1 2 3 4 5 6 11 12 13 14 8 9 10 21 15 16 17 18 19 20 6 7 1 2 3 4 5 9 10 11 12 13 14 8 17 18 19 20 21 15 16 5 6 7 1 2 3 4 14 8 9 10 11 12 13 20 21 15 16 17 18 19 4 5 6 7 1 2 3 12 13 14 8 9 10 11 16 17 18 19 20 21 15 3 4 5 6 7 1 2 10 11 12 13 14 8 9 19 20 21 15 16 17 18 2 3 4 5 6 7 1
